,text,topic,Null
24,"
به گزارش خبرنگار مهر، تیم فوتبال نوجوانان ایران، آخرین بازی خود در مرحله گروهی جام جهانی زیر ۱۷ سال اندونزی را باید در روز ۲۶ آبان از ساعت ۱۵:۳۰ با نوجوانان «نیوکالدونیا» برگزار کنند و در بازی همزمان هم نوجوانان برزیل و انگلیس دیدار خواهند کرد. نتیجه این دو دیدار تعیین کننده جایگاه تیم‌ها در پایان دور گروهی خواهد بود.

وضعیت گروه مرگ مسابقات به گونه‌ای است که تیم ایران شانس صعود به عنوان تیم اول، تیم دوم و یا تیم سوم را دارد. دو تیم اول به طور مستقیم صعود خواهند کرد و از بین تیم‌های سوم در گروه‌های شش گانه هم چهار تیم برتر که امتیاز بیشتری کسب کرده باشند راهی دور حذفی خواهند شد.

در صورت تساوی امتیازات دو تیم هم مطابق قوانین فیفا، تفاضل گل بهتر و سپس گل زده بیشتر تیم صعود کننده را تعیین خواهد کرد.

در حال حاضر انگلیس با ۶ امتیاز صدرنشین است، برزیل و ایران ۳ امتیازی هستند و برزیل به دلیل تفاضل گل بهتر دوم است و نیوکالدونیا هم در انتهای جدول قرار دارد.





صعود به عنوان تیم اول

تیم نوجوانان ایران در یک صورت به عنوان تیم اول صعود خواهد کرد و آن برد پرگل با اختلاف بیش از ۱۰ گل مقابل «نیوکالدونیا» و شکست انگلیس مقابل برزیل است. در این صورت کار به گل‌شماری خواهد رسید و شاگردان حسین عبدی این شانس را دارند که به عنوان تیم اول صعود کنند.

در صورتی که نوجوانان ایران بتوانند به عنوان صدرنشین به یک هشتم پایانی راه پیدا کنند باید به مصاف تیم سوم یکی از گروه‌های A یا B یا F بروند که احتمالاً از بین تیم‌های اندونزی، ازبکستان و یا مکزیک خواهد بود.

صعود به عنوان تیم دوم

در صورتی که تیم نوجوانان ایران بتواند به عنوان تیم دوم راهی مرحله حذفی شود باید در مسابقه خود در دور یک هشتم نهایی با تیم دوم گروه A مواجه شود که به نظر می‌رسد مالی در این گروه دوم شود.

صعود به عنوان تیم سوم

در صورت پیش آمدن شرایطی که تیم زیر ۱۷ سال ایران به عنوان یکی از چهار تیم برتر تیم‌های سوم به مرحله حذفی صعود کند باید به مصاف تیم اول گروه A یا گروه B برود که احتمالاً یکی از تیم‌های اسپانیا و اکوادور خواهد بود.



",sports,
25,"
به گزارش خبرگزاری مهر و به نقل از روابط عمومی فدراسیون جودو، مسابقات جودو نوجوانان و جوانان آسیا از صبح امروز، پنج شنبه _۲۵ آبان ماه در سالن ورزشگاه «آلپومیش» با حضور ۱۸۵ جودوکار از ۱۵ کشور آغاز شد و تا فردا جمعه در رده نوجوانان ادامه خواهد شد.

طبق برنامه در روز نخست جودوکاران اوزان ۴۰-، ۴۴-، ۴۸- و ۵۲- کیلوگرم در گروه دختران، ۵۰-، ۵۵-، ۶۰- و ۶۶- کیلوگرم در گروه پسران به مصاف حریفان خود رفتند.

آنیدا فلاح در وزن ۴۰- کیلوگرم دور نخست برابر «اوتیپکالی» از قزاقستان پس از تساوی در وقت قانونی در امتیاز طلایی به حریف قزاقستانی خود بازی را واگذار کرد. وی در جدول شانس مجدد به نماینده هندوستان باخت و از رسیدن به مدال بازماند. آناهیتا موسوی در وزن ۴۴- کیلوگرم ابتدا به «هونگ ون» بازی را واگذار کرد و در جدول شانس مجدد به نماینده هند باخت و از دور مسابقات کنار رفت.

امیرمحمد حسن نژاد در وزن ۵۰- کیلوگرم پس از یک دور استراحت در مبارزه با «شاوکاتوف» از ازبکستان در امتیاز طلایی با اجرای فن «اوچی ماتا» حریف قدرتمند را شکست دهد. وی در ادامه و مبارزه با نماینده عربستان با تصمیم عجیب در داور در دادن یک اخطار بی مورد بازنده تاتامی را ترک کرد. حسن نژاد در دیدار رده بندی به نماینده ترکمنستان باخت و به عنوان پنجمی اکتفا کرد.

در وزن ۵۵- کیلوگرم، رضا چهارمحالی پس از باخت به «کودبوندیف» از تاجیکستان در جدول شانس مجدد مقابل نماینده ازبکستان شکست خورد و از گردونه رقابت‌ها کنار رفت. متین عبادی در وزن ۶۰- کیلوگرم پس از برتری مقابل «یوسف البرک» از کویت با ضربه فنی، در مرحله یک هشتم نهایی برابر «عیساکوف» از قزاقستان بازنده تاتامی را ترک کرد. وی در جدول شانس مجدد ابتدا نماینده ازبکستان را شکست داد و پس از آن به مصاف نماینده کشور چین تایپه رفت و با شکست مقابل این جودوکار از رسیدن به مدال باز ماند.

امید پیوندی در وزن ۶۶- کیلوگرم در اولین دیدار «روسلان کازنیسف» از ترکمنستان را با ضربه فنی شکست داد. وی در مرحله یک هشتم نهایی به نماینده ازبکستان باخت و در جدول شانس مجدد مقابل نماینده تاجیکستان بازی را واگذار و از گردونه رقابت‌ها کنار رفت.

نکته جالب توجه روز نحست این دوره از مسابقات کسب دو مدال طلا و برنز توسط جودوکاران تیم ملی تاجیکستان بود. کره جنوبی مدعی کسب مدال طلا نیز امروز تنها دو مدال برنز کسب کرد. ضمن اینکه نماینده عربستان که حسن نژاد را در نیمه نهایی شکست داده بود به فینال این رقابت‌ها راه یافت.

لازم به ذکر است، تیم‌های ملی جودو نوجوانان و جوانان کشورمان پس از پایان تعلیق چهار ساله، برای نخستین بار در مسابقات رسمی حضور پیدا کردند.

",sports,
26,"
به گزارش خبرنگار مهر، تیم‌های ملی فوتبال ایران و هنگ کنگ شامگاه پنج‌شنبه ۲۵ آبان و از ساعت ۱۸ در ورزشگاه آزادی به مصاف هم رفتند که این بازی در پایان با برتری ۴ بر صفر ایران همراه شد. سردار آزمون دو بار و مهدی طارمی و رامین رضائیان هرکدام یکبار برای ایران در این دیدار موفق به گلزنی شدند. در ادامه صحبت‌های برخی از بازیکنان تیم ملی پس از پایان بازی را می‌خوانید.

آزمون: حضور در کنار کریم باقری برای من باعث افتخار است

سردار آزمون مهاجم تیم ملی پس از دیدار با هنگ کنگ گفت: بازی کردن در مقابل چنین تیم‌هایی بسیار دشوار است. می‌دانستیم که پیروز می‌شویم و به بازیکنان این برد را تبریک می گویم.

او در خصوص تعداد گل‌های خود در این بازی که او را به یک قدمی رکورد کریم باقری رساند، بیان کرد: باعث افتخار است که کنار کریم باقری باشم و امیدوارم تعداد گل‌های ملی من از او و علی دایی بیشتر نشود.

طارمی: امیدوارم باز ازبکستان را تاشکند شکست دهیم

مهدی طارمی که توانست در این دیدار یکی از گل‌های بازی را به نام خود به ثبت برساند در این باره اظهار داشت: خدا را شکر که پیروز از زمین خارج شدیم و موقعیت‌های زیادی هم داشتیم که اگر خوب از آنها استفاده می‌کردیم می‌توانستیم با نتیجه خوبی بازی را به اتمام برسانیم.



او در خصوص بازی بعدی تیم ملی مقابل ازبکستان گفت: ازبک ها نشان داده‌اند که تیم بسیار خوبی دارند. در تورنمنت کافا هم که مقابل این تیم بازی کردیم آنها ما را اذیت کردند و امیدوارم بتوانیم باز هم در تاشکند پیروز شویم.

طارمی در ارتباط با نسل طلایی فوتبال ایران گفت: نمی‌توانم بگویم کدام نسل، نسل طلایی فوتبال ایران است و مردم باید در این رابطه نظر دهند. ما تمام تلاش‌مان را می‌کنیم تا قهرمان شویم و دل مردم را شاد کنیم.

جهانبخش: باید MRI دهم تا میزان مصدومیتم مشخص شود

علیرضا جهانبخش هافبک تیم ملی که در جریان بازی با هنگ کنگ مصدوم شد و نتوانست ۹۰ دقیقه برای ایران بازی کند در این رابطه بیان کرد: این دیدار نخستین بازی رسمی ما تحت هدایت امیر قلعه نویی بود و کادرفنی از ما خواست تا با قدرت بازی را آغاز کنیم. متأسفانه دچار مصدومیت شدم که باید MRI دهم تا میزان مصدومیتم مشخص شود.

او ادامه داد: کادرفنی بازیکنان جوان خوبی را به اردوی تیم ملی دعوت کرده است، آنها استعدادهای خوبی دارند و می‌توانند به تیم ملی کمک کنند.



ابراهیمی: پوشیدن پیراهن تیم ملی برای من باعث افتخار است

امید ابراهیمی مُسن ترین بازیکن حال حاضر ترکیب تیم ملی پس از اینکه دقایقی برای ایران در دیدار مقابل هنگ کنگ به میدان رفت در این باره افزود: به عنوان یک بازیکن ملی در هر بازی برای من مایه افتخار است. هرموقع هم دعوت شده‌ام سعی کرده‌ام با افتخار در تیم ملی حضور یابم و بتوانم عملکرد خوبی داشته باشم و به تیم ملی کمک کنم.

او در خصوص بازی با تیم ملی ازبکستان گفت: این بازی کاملاً متفاوت است چون ازبکستان از نظر فیزیکی و فنی با هنگ کنگ قابل مقایسه نیست. مطمئناً بازی سختی در تاشکند داریم و امیدوارم آن بازی را هم با پیروزی از زمین خارج شویم.

",sports,
27,"
به گزارش خبرنگار مهر، یورن اندرسون در نشست خبری پس از بازی با تیم ملی فوتبال ایران که با شکست چهار بر صفر تیم ملی هنگ کنگ همراه بود، اظهار داشت: بابت این پیروزی به ایران تبریک می گویم. می‌دانستیم که ایران تیم قوی و دارای بازیکنان با کیفیتی است.

او ادامه داد: هدفمان این بود که در این بازی گلی دریافت نکنیم، موقعیت‌های گل زیادی هم نتوانستیم روی دروازه ایران ایجاد کنیم. دو گلی که در ابتدای بازی دریافت کردیم را نباید می‌خوردیم و بیهوده این گل‌ها را خوردیم. اما رفته رفته بازی بهتری را به نمایش گذاشتیم و نمایش تیمی بهتری داشتیم. در نیمه دوم هم ایران دو، ۳ موقعیت گلزنی روی دروازه ما ایجاد کرد و در انتهای بازی دو گل دیگر خوردیم و برای من شکست ۴ بر صفر مقابل ایران قابل قبول است و ایرادی ندارد.

اندرسون بیان کرد: من دو سال است که هدایت تیم ملی هنگ‌کنگ را عهده دار شده‌ام، قبل از اینکه من به اینجا بیایم هنگ‌کنگ بازی دفاعی‌تری از خود به نمایش می‌گذاشت. من سعی کردم این موضوع را تغییر بدهم و یک رویه فوتبال هجومی و با پرس از بالا را ارائه کنیم. تلاش می‌کنیم با این روند به موفقیت‌های بیشتری دست پیدا کنیم.

سرمربی تیم ملی هنگ کنگ افزود: در این دیدار همه نفرات اصلی خود را در اختیار نداشتیم، ۵، ۶ بازیکن ما به دلیل مصدومیت یا مشکلات دیگر نتوانستند در این بازی حضور پیدا کنند. باید از این بازی درس بگیریم ما یکی در جام ملت‌های آسیا و یکی هم برای بازی برگشت همین رقابت‌ها دو بازی دیگر با آنها خواهیم داشت.

او در خصوص شانس ایران برای قهرمانی در جام ملت‌های آسیا گفت: من ایران را در بین مدعیان این جام قرار می‌دهم. ایران، کره جنوبی و ژاپن سه تیمی هستند که شانس بالایی برای قهرمانی در جام ملت‌های آسیا دارند.

اندرسون خاطر نشان کرد: ایران بازیکنان خوب زیادی دارد که در تیم‌های مختلف دنیا بازی می‌کنند. در مورد صعود از این گروه هم اگر بخواهم واقع‌بینانه صحبت کنم باید بگویم مقابل ایران و ازبکستان ما شانسی برای صعود نداریم ولی باید بتوانیم از بازی‌های خانگی‌مان حداقل امتیاز را کسب کنیم.

",sports,
28,"
به گزارش خبرنگار مهر، تیم‌های ملی فوتبال ایران و هنگ کنگ در مرحله مقدماتی جام جهانی و از گروه C این مسابقات شامگاه پنج‌شنبه ۲۵ آبان از ساعت ۱۸ در ورزشگاه آزادی به مصاف هم رفتند که این بازی با برتری ۴ بر صفر تیم ملی کشورمان به پایان رسید. سردار آزمون دو، مهدی طارمی و رامین رضائیان یک گل برای ایران در این دیدار به ثمر رساندند.

امیر قلعه نویی در نشست خبری پس از این دیدار گفت: بازی بسیار خوبی انجام دادیم و به بازیکنان و مردم ایران تبریک می گویم. بازیکنان نسبت به هم خیلی گذشت داشتند که این نکته بسیار خوبی است.

او ادامه داد: در بسیاری از موقعیت‌ها بازیکنان خودشان می‌توانستند توپ‌ها را تبدیل به گل کنند اما با از خود گذشتگی به بازیکن دیگری پاس می‌دادند و من از کار آنها بسیار لذت بردم.

سرمربی تیم ملی فوتبال ایران ادامه داد: بازی را خیلی خوب آغاز کردیم و زود به گل رسیدیم، در نیمه دوم هم موقعیت‌هایی برای گلزنی داشتیم اما آنها را از دست دادیم و در مجموع یک بازی هجومی خیلی خوبی را به نمایش گذاشتیم. خداراشکر با یک بازی هجومی ۴ گل زدیم. از همه تماشاگران تشکر می‌کنیم.

قلعه نویی در خصوص دغدغه‌های تیم ملی برای جام ملت‌های آسیا گفت: با وجود مشکلات اما از رئیس فدراسیون تا تک تک بازیکنان برای موفقیت تیم ملی تلاش می‌کنیم. همه ما هدفمان خوشحالی مردم است و خدا را شکر که همدل هستیم.

او ادامه داد: بازیکنان ما شخصیت بزرگی پیدا کرده اند به عنوان مثال در همین بازی، سردار آزمون می‌توانست هت تریک کند ولی گذشت کرد و به طارمی پاس داد با اینکه آن گل مردود اعلام شد اما رفتار این بازیکن را پسندیدم.

سرمربی تیم ملی خاطر نشان کرد: از نظر رفتاری و اخلاقی به اهدافمان رسیده ایم مهم این است که تمام مجموعه ما با همه وجود و قلبشان برای این مملکت و مردم کار می‌کنند.

قلعه نویی در خصوص پیشرفت فوتبال در قاره آسیا گفت: فوتبال در آسیا در حال پیشرفت است و نتایج مسابقات گواه این موضوع است. ما مانند گذشته اکنون نمی‌توانیم به مالدیو ۱۷ گل بزنیم و از این دست نتایج، فوتبال در آسیا پیشرفت کرده چون این ورزش را مقوله‌ای می‌بینند که می‌تواند به جامعه‌شان کمک کند.

وی افزود: اینکه بگوییم از قبل برنده‌ایم درست نیست ولی باید قدرت تاکتیکی خودمان را بالا ببریم تا در همه بازی‌ها قدرت تاکتیکی‌مان را به حرف دیکته کنیم. فرقی هم ندارد که آن تیم ژاپن باشد یا هنگ کنگ باید در همه بازی‌ها برتر باشیم.

قلعه نویی در خصوص فریادهایی که بر سر بازیکنان می‌زد، بیان کرد: باید نظم تیمی را در دفاع و حمله حفظ کنیم. ممکن است در یک بازی نتیجه صفر - صفر باشد و این توپ‌ها را در ۶ قدم از دست بدهیم. از الان باید نهادینه کنیم که بدانند هر فرصتی آخرین فرصت است. باید نهایت استفاده را داشته باشند ولی این مساله خوبی است که ما بعد از هر گل به دنبال گل بعدی می‌رویم.

 او در خصوص استفاده از جوان‌ها به خصوص محمدجواد حسن نژاد بیان کرد: اجازه بدهید این تصمیم گیری‌ها را ما انجام بدهیم. ما در تمرینات هستیم. به هرحال تغییرات احتیاج به زمان دارد. البته این را قبول دارم که باید در این بازی‌ها بازی کنند ولی بعضی اوقات کار گره می‌خورد و مشکل می‌شود. اگر همان دقایق اول گل نمی‌زدیم شاید روند بازی فرق می‌کرد.

قلعه نویی در مورد انتقادها بابت دعوت از بازیکنان مُسن به تیم ملی گفت: باید به انتقادات احترام بگذاریم ولی مهمترین مساله این است که کار خودمان را کنیم. چه در اردو و چه خارج از اردو، بازیکنان را آنالیز و رصد می‌کنیم. بر اساس قدرت تاکتیکی خودمان کار می‌کنیم و براساس بعضی حریفان‌، جا به جایی‌هایی در ترکیب تیم ملی رخ می‌دهد.

او ادامه داد: احسان حاج صفی با سرعت بالای خود در مقابل مارسی فرانسه و در لیگ قهرمانان اروپا بازی کرده است پس یقیناً کار راحتی در مقابل تیم‌های آسیایی خواهد داشت. او یکی از بازیکنان خوب ما بود اما در بازی‌های بعدی ممکن است تغییراتی داشته باشیم.

قلعه نویی در پایان گفت: خوشبختانه در هر پست ۲ بازیکن خیلی خوب داریم. در بعضی پست‌ها مانند هافبک وسط هم ۳، ۴ بازیکن خوب در اختیار تیم ملی است که حتی امروز در لیست ۲۳ نفره نبودند در حالی که می‌توانستند در بین ۱۱ بازیکن نهایی هم قرار گیرند.

",sports,
29,"
به گزارش خبرنگار مهر، مسابقات جام ملت‌های آسیا ۲۰۲۳ از تاریخ ۲۲ دی ماه و به میزبانی کشور قطر برگزار خواهد شد و تیم ملی فوتبال ایران با هدایت امیر قلعه نویی در این رقابت‌ها حضور خواهد یافت.

در همین خصوص سایت کنفدراسیون فوتبال آسیا (AFC) نوشت: تیم ملی ایران امیدوار است با توجه به برگزاری مسابقات جام ملت‌ها در قطر، به سال‌های طولانی مدت خود بابت عدم قهرمانی در این رقابت‌ها پایان دهد.

در این مطلب آمده است: آخرین قهرمانی ایران از سه عنوان قهرمانی که پیاپی به دست آورد به سال ۱۹۷۶ برمی گردد که در آن زمان تیم ملی ایران بهترین تیم آسیای مرکزی بود. ایران در آن سال و در فینال مقابل تیم ملی کویت قرار گرفت و توانست با یک گل در مقابل ۱۰۰ هزار تماشاگر ورزشگاه آزادی پیروز از زمین خارج شود و عنوان قهرمانی را به دست آورد.

نکته جالب این است که از آن سال به بعد تیم ملی ایران حتی به فینال این رقابت‌ها هم نرسیده است. آنها در سال ۲۰۱۹ تا نیمه نهایی پیش رفتند اما در مقابل ژاپن نتیجه را واگذار کردند و از دور رقابت‌ها حذف شدند.

ایران در جام ملت‌های ۲۰۲۳ کار خود را در گروه C و با حضور تیم‌های فلسطین، هنگ کنگ، چین و امارات متحده عربی آغاز خواهد کرد و بسیار امیدوار به موفقیت در آن است.





",sports,
30,"
به گزارش خبرگزاری مهر، متن این فراخوان به شرح زیر است:

«وزارت ورزش و جوانان یکدل و یکصدا دفاع جانانه‌ جبهه‌ مقاومت را علیه رژیم صهیونیستی ستایش می‌کند و بار دیگر با محکوم کردن جنایات اسرائیل غاصب، از قهرمانان، داوران، مربیان، پیشکسوتان، جوانان و آحاد مختلف مردم دعوت می‌کند در روز شنبه ۲۷ آبان ماه، در تجمع سراسری مردم ایران در حمایت از مردم مظلوم غزه حضور گسترده و پرشور و شعور خود را بار دیگر به منصه‌ی ظهور برسانند.

وعده‌ جامعه ورزش و جوانان ساعت ۱۴:۳۰ مقابل در اصلی دانشگاه تهران»

",sports,
31,"
به گزارش خبرنگار مهر، مهدی تاج در پایان دیدار تیم‌های ملی فوتبال ایران و هنگ کنگ که با برتری ۴ بر صفر شاگردان امیر قلعه نویی همراه بود، اظهار داشت: برای دیدار با ازبکستان که در روز ۳۰ آبان برگزار خواهد شد یک هواپیمای اختصاصی برای تیم ملی در نظر گرفته شده است که بازیکنان با خیال راحت عازم تاشکند شوند.

او ادامه داد: امیدوارم در دیدار مقابل ازبکستان هم پیروز شویم. روز گذشته در تمرین تیم ملی حضور یافتم و جلسه خوبی با کاپیتان‌های تیم ملی داشتم، خودم در مجموع به موفقیت این تیم امیدوارم اما در فوتبال ممکن است هر اتفاقی رخ دهد.

تاج در پایان خاطر نشان کرد: با سازمان صدا و سیما توافقنامه‌ای را به امضا رسانده‌ایم که به امید خدا در خصوص پخش بازی‌های تیم ملی حق فدراسیون ضایع نشود.

",sports,
32,"
به گزارش خبرنگار مهر، تیم‌های ملی فوتبال ایران و هنگ کنگ شامگاه پنج‌شنبه ۲۵ آبان در مرحله مقدماتی جام جهانی ۲۰۲۶ از ساعت ۱۸ در ورزشگاه آزادی به مصاف هم رفتند که این دیدار با نتیجه ۳ بر صفر به سود ایران به پایان رسید.

سردار آزمون مهاجم ایران در این دیدار دو گل به ثمر رساند و مجموع گل‌های ملی خود را به عدد ۴۹ رساند و در یک قدمی رسیدن به رکورد کریم باقری با ۵۰ گل زده رسید.

با احتساب دیدارهای باقی مانده برای ایران و حضور سردار آزمون در آن بازی‌ها، او می‌تواند با گلزنی برای ایران به تنهایی در مکان دوم برترین گلزنان تاریخ فوتبال کشورمان قرار گیرد.

لازم به ذکر است که علی دایی اسطوره فوتبال ایران با ۱۰۹ گل زده بهترین گلزن تاریخ ایران و دومین گلزن برتر جهان است.

",sports,
33,"
به گزارش خبرنگار مهر، تیم‌های ملی فوتبال ایران و هنگ کنگ در مرحله مقدماتی جام جهانی و از گروه C این مسابقات شامگاه پنج‌شنبه ۲۵ آبان از ساعت ۱۸ در ورزشگاه آزادی به مصاف هم رفتند که این بازی با برتری ۴ بر صفر تیم ملی کشورمان به پایان رسید. سردار آزمون دو، مهدی طارمی و رامین رضاییان یک گل برای ایران در این دیدار به ثمر رساندند.

علیرضا بیرانوند، احسان حاج‌صفی، شجاع خلیل‌زاده، محمدحسین کنعانی زادگان، رامین رضائیان، سعید عزت اللهی، سامان قدوس، علیرضا جهانبخش (۷۵ رضا اسدی)، محمد محبی (۷۰ مهدی ترابی)، مهدی طارمی و سردار آزمون ترکیب تیم ملی ایران در این بازی بودند.

برتری ایران در نیمه اول با درخشش سردار آزمون

تیم ملی فوتبال ایران نیمه اول برتر از حریف خود بود و از همان ابتدا شاگردان امیر قلعه نویی حملات متعددی را به سمت دروازه هنگ کنگ تدارک دیدند که سردار آزمون در دقایق ۱۳ و ۱۵ توانست دو گل برای ایران به ثمر برساند. پس از گل‌های ایران، بازیکنان تیم ملی فرصت‌های دیگری هم برای گلزنی داشتند که موقعیت‌های آنها با بی دقتی از دست رفت. تیم ملی هنگ کنگ هم چند بازی به سمت دروازه ایران نزدیک شد اما با هوشیاری خط دفاع و علیرضا بیرانوند شوت‌های بازیکنان هنگ کنگ راه به دروازه ایران نبرد.



فرصت سوزی محبی مقابل دروازه خالی هنگ کنگ

با وجود پیروزی در نیمه اول و برتری تاکتیکی مقابل هنگ کنگ، شاگردان قلعه نویی نیمه دوم را هم هجومی آغاز کردند و در دقیقه ۵۲ سامان قدوس همانند نیمه اول بازی خوب خود را به رخ تماشاگران کشید و توپ را به سمت دروازه هنگ کنگ ارسال کرد و در حالی که دروازه بان هنگ کنگ جا مانده بود توپ در مقابل محمد محبی قرار گرفت اما این بازیکن نتوانست ضربه‌ای به آن وارد کند تا موقعیت ۱۰۰ درصدی گل برای او و ایران از دست رود.

پس از این موقعیت بازیکنان ایران عطش بالایی برای گلزنی داشتند و رامین رضائیان صاحب توپ شد و آن را به علیرضا جهانبخش رساند و او با یک حرکت زیبای انفرادی تا محوطه جریمه هنگ کنگ هم پیش آمد اما شوت او از بالای دروازه به بیرون رفت تا او هم در گلزنی ناکام بماند.

 کنعانی زادگان مانع از گلزنی هنگ کنگ

پس از چند موقعیت خطرناک برای تیم ایران که با بدشانسی تبدیل به گل نشدند، در دقیقه ۶۲ بازیکنان هنگ کنگ ضد حمله‌ای را به سمت دروازه ایران شکل دادند که توپ به ماهانا اوال رسید و این بازیکن در حالی که در محوطه جریمه ایران قصد شوت زنی داشت با تکل محمدحسین کنعانی زادگان مواجه شد و این موقعیت برای تیم هنگ کنگ از دست رفت.

دروازه بان هنگ کنگ مانع هت تریک سردار 

شروع مجدد خوب علیرضا بیرانوند از دروازه ایران توپ به علیرضا جهانبخش رسید و او پاسی را برای سردار آزمون ارسال کرد که سردار در مصاف تک به تک با دروازه بان هنگ کنگ نتوانست سومین گل خود و ایران را به ثمر برساند و توپ با برخورد به دروازه بان این تیم راهی کرنر شد.

در دقیقه ۷۵ علیرضا جهانبخش دچار مصدومیت شد و با چهره‌ای غمگین زمین بازی را ترک کرد و رضا اسدی به جای او وارد زمین شد. مصدومیت جهانبخش به گونه‌ای بود که او همراه با تیم پزشکی از زمین خارج شد.

در دقیقه ۷۹، مهدی طارمی توانست گلزنی کند اما داور آن را آفساید تشخیص داد. در دقیقه ۸۷ موقعیت بهتری برای طارمی به دست آمد که این بازیکن به زیبایی گل سوم را برای ایران به ارمغان آورد.

در وقت های اضافه نیمه دوم رامین رضاییان بازی خوب خود را کامل کرد و گل چهارم را با ضربه کاشته زیبا وارد دروازه هنگ کنگ کرد.

در پایان این دیدار با برتری ۴ بر صفر به سود ایران به پایان رسید تا شاگردان قلعه نویی صدرنشین جدول گروه C شوند.



",sports,
34,"
به گزارش خبرنگار مهر، تیم‌های ملی فوتبال ترکمنستان و ازبکستان شامگاه پنج‌شنبه ۲۵ آبان در مرحله مقدماتی جام جهانی ۲۰۲۶ به مصاف هم رفتند که این بازی با نتیجه ۳ بر یک به سود تیم ازبکستان خاتمه یافت.

نیمه اول این بازی با برتری ترکمنستان همراه شد و در دقیقه ۴۴ دوردیف توانست دروازه ازبکستان را باز کند. با شروع نیمه دوم بازیکنان ازبکستان هجومی تر بازی را دنبال کردند و در دقیقه ۵۷ اتابک شکوروف تواست گل تساوی بخش تیمش را وارد دروازه ترکمنستان کند.

با به ثمر رساندن گل تساوی برای ازبکستان، بازیکنان ترکمنستان نتوانستند بازی خوب خود را ادامه دهند و در دقیقه ۷۷ اتابک شکوروف گل دوم ازبکستان را به ثمر رساند. در انتهای بازی و در دقیقه ۹۰ الدور شامورادوف گل سوم ازبکستان را به ثمر رساند تا آب سردی بر پیکر بازیکنان ترکمنستان ریخته باشد.

با این بازی ازبکستان و پیش از اتمام بازی ایران و هنگ کنگ در صدر جدول گروه C قرار گرفت. ازبکستان در روز ۳۰ آبان و در دومین بازی خود باید در تاشکند از تیم ملی ایران میزبانی کند.

",sports,
35,"
به گزارش خبرگزاری مهر، در مرحله نیمه‌نهایی مسابقات والیبال نشسته کاپ جهان و باشگاه ها در مسر، تیم مس شهربابک در سه ست پیاپی برابر تیم اوکراین به برتری دست یافت و به مرحله فینال این رقابت‌ها صعود کرد.

نماینده ایران پیش از دیدار نیمه نهایی برابر تیم‌های ژاپن الجزایر و عراق پیروز شده بود.

در ست اول این دیدار مس شهربابک موفق شد با نتیجه ۲۵-۱۲ حریف را شکست دهد.در ست دوم نیز این شاگردان هادی رضایی بودند که عملکردی برتر مقابل رقیب خود داشتند و این بار با نتیجه ۲۵- ۱۰ برنده شدند.

ست سوم این بازی تیم مس شهربابک بود که توانست با نتیجه ۲۵-۲۲ حریف را شکست دهد و راهی فینال این رقابت‌ها شود.

دیدار فینال روز شنبه برگزار خواهد شد.

",sports,
36,"
به گزارش خبرنگار مهر، علی تارقلی زاده در خصوص پرونده شکایت مارک ویلموتس (سرمربی اسبق تیم ملی فوتبال) از فدراسیون فوتبال اظهار داشت: این پرونده مختومه شده است.

او ادامه داد: صحبت‌های زیادی از اطراف در مورد این پرونده می‌شود اما از همین جا اعلام می‌کنم این پرونده مختومه است و هیچ بدهی به ویلموتس نداریم.

رئیس کمیته روابط بین الملل فدراسیون فوتبال درباره پرداخت مالیات ویلموتس گفت: در خصوص مالیات این مربی بخش امور مالی فدراسیون باید پاسخگو باشد اما در ارتباط با بدهی که در گذشته وجود داشت باید بگویم ما با او تسویه حساب کرده‌ایم.

",sports,
